product_id,category,product_name,sku,price
PROD0036,Electronics,HP Max Tablet Black,ELE4598,204.47
PROD0037,Clothing,Nike Advanced T-Shirt Black,CLO5024,391.54
PROD0038,Sports,Wilson Ultra Bat Orange,SPO7074,191.87
PROD0039,Books,RandomHouse Advanced Biography,BOO4289,370.68
PROD0040,Home & Kitchen,Bosch Pro Vacuum Silver,HOM9826,126.08
PROD0041,Home & Kitchen,Tefal Deluxe Cookware Silver,HOM3910,56.95
PROD0042,Clothing,Nike Deluxe Dress Yellow,CLO3203,40.61
PROD0043,Clothing,Nike Eco Shorts Gold,CLO3626,481.69
PROD0044,Home & Kitchen,Panasonic Deluxe Cookware White,HOM5880,102.11
PROD0045,Electronics,Dell Classic Tablet Black,ELE8596,188.54
PROD0046,Electronics,Lenovo Pro Smartphone Black,ELE2534,341.42
PROD0047,Books,Scholastic Max Dictionary,BOO2422,48.94
PROD0048,Electronics,Lenovo Advanced Laptop Silver,ELE4640,358.46
PROD0049,Home & Kitchen,Bosch Eco Knife Set Green,HOM7263,372.68
PROD0050,Home & Kitchen,Philips Eco Cookware Purple,HOM1094,28.67
PROD0051,Toys,Mattel Deluxe Plushie Silver,TOY1766,441.98
PROD0052,Home & Kitchen,Panasonic Max Microwave Silver,HOM7879,419.91
PROD0053,Electronics,Dell Classic Laptop Silver,ELE1348,443.52
PROD0054,Sports,Wilson Deluxe Running Shoes Purple,SPO9665,154.22
PROD0055,Books,Penguin Pro Manual,BOO3352,433.86
PROD0056,Toys,Playmobil Premium Lego Set Silver,TOY8559,233.19
PROD0057,Electronics,Sony Classic Smartphone White,ELE8960,443.64
PROD0058,Books,RandomHouse Classic Dictionary,BOO1610,90.66
PROD0059,Electronics,HP Classic Smartwatch Blue,ELE6248,209.67
PROD0060,Toys,Lego Eco Puzzle Yellow,TOY7553,72.27
PROD0061,Home & Kitchen,Bosch Premium Knife Set Blue,HOM5603,126.28
PROD0062,Sports,Wilson Advanced Bat Black,SPO7557,199.24
PROD0063,Toys,Fisher-Price Deluxe Board Game Orange,TOY2816,271.4
PROD0064,Home & Kitchen,KitchenAid Eco Microwave Purple,HOM7848,349.83
PROD0065,Toys,Mattel Max Lego Set Yellow,TOY1899,257.17
PROD0066,Clothing,Nike Ultra T-Shirt Orange,CLO8766,451.36
PROD0067,Sports,Wilson Max Bat Orange,SPO8142,279.36
PROD0068,Electronics,LG Advanced Smartwatch Red,ELE3126,443.8
PROD0069,Electronics,LG Pro Tablet Orange,ELE7404,246.75
PROD0070,Sports,UnderArmour Advanced Tennis Racket Black,SPO5610,250.47
PROD0071,Clothing,Nike Ultra Shorts Gold,CLO4578,392.86
PROD0072,Home & Kitchen,Tefal Ultra Coffee Maker Green,HOM9613,483.26
PROD0073,Electronics,Dell Classic Speaker Silver,ELE6799,430.05
PROD0074,Clothing,Adidas Advanced Hoodie Orange,CLO1169,308.57
PROD0075,Electronics,HP Premium Monitor Gold,ELE1241,343.65
PROD0076,Books,HarperCollins Eco Storybook,BOO6334,326.78
PROD0077,Home & Kitchen,Panasonic Premium Knife Set Black,HOM4739,470.77
PROD0078,Books,HarperCollins Classic Manual,BOO8586,420.46
PROD0079,Sports,Reebok Max Running Shoes Gold,SPO3842,357.87
PROD0080,Home & Kitchen,Bosch Ultra Blender Gold,HOM4274,73.48
PROD0081,Clothing,Nike Pro Hoodie Black,CLO5446,180.3
PROD0082,Home & Kitchen,Philips Pro Coffee Maker Green,HOM7941,99.18
PROD0083,Home & Kitchen,KitchenAid Premium Toaster Black,HOM2476,376.2
PROD0084,Clothing,Nike Premium Sweater Gold,CLO8285,394.67
PROD0085,Sports,Wilson Classic Bat Blue,SPO7973,439.7
PROD0086,Home & Kitchen,Panasonic Eco Cookware White,HOM3402,435.26
PROD0087,Sports,Decathlon Premium Football Purple,SPO4652,481.34
PROD0088,Sports,UnderArmour Ultra Gloves Gold,SPO2823,393.08
PROD0089,Sports,Wilson Pro Helmet White,SPO4368,240.72
PROD0090,Electronics,LG Max Camera Yellow,ELE4247,235.54
PROD0091,Toys,Playmobil Eco Lego Set Green,TOY7723,281.0
PROD0092,Sports,UnderArmour Advanced Basketball Black,SPO2878,144.29
PROD0093,Clothing,Adidas Deluxe Hoodie Red,CLO1203,136.24
PROD0094,Toys,Fisher-Price Premium Board Game Black,TOY5243,79.4
PROD0095,Sports,Spalding Premium Football Yellow,SPO5638,479.36
PROD0096,Clothing,Zara Advanced T-Shirt Black,CLO2526,242.61
PROD0097,Clothing,Puma Pro Dress Silver,CLO8131,236.29
PROD0098,Books,Scholastic Classic Manual,BOO5909,44.86
PROD0099,Books,Oxford Eco Novel,BOO3248,300.4
PROD0100,Home & Kitchen,Panasonic Deluxe Vacuum Purple,HOM4277,178.61
PROD0101,Sports,Decathlon Ultra Basketball Yellow,SPO2624,152.53
PROD0102,Sports,Spalding Eco Gloves Yellow,SPO7374,42.64
PROD0103,Toys,Hasbro Premium Lego Set Orange,TOY6717,378.42
PROD0104,Clothing,H&M Max T-Shirt Blue,CLO5522,384.43
PROD0105,Sports,Reebok Max Yoga Mat Orange,SPO5713,327.61
PROD0106,Home & Kitchen,Panasonic Eco Blender Yellow,HOM2905,107.94
PROD0107,Electronics,Dell Deluxe Tablet Green,ELE4221,312.89
PROD0108,Clothing,H&M Premium T-Shirt Gold,CLO8532,33.8
PROD0109,Electronics,Lenovo Classic Smartwatch Silver,ELE3927,21.0
PROD0110,Home & Kitchen,Philips Premium Coffee Maker Yellow,HOM8600,360.23
PROD0111,Books,Scholastic Deluxe Manual,BOO8698,287.63
PROD0112,Home & Kitchen,KitchenAid Pro Microwave White,HOM7362,142.49
PROD0113,Electronics,HP Eco Tablet Blue,ELE9574,21.58
PROD0114,Clothing,Adidas Ultra Jeans Black,CLO6931,207.48
PROD0115,Toys,Lego Max Toy Car Red,TOY8808,202.22
PROD0116,Sports,Wilson Deluxe Football Black,SPO7884,364.36
PROD0117,Home & Kitchen,Bosch Deluxe Coffee Maker Green,HOM1518,79.26
PROD0118,Clothing,Zara Ultra Skirt Purple,CLO7913,373.71
PROD0119,Sports,UnderArmour Classic Football Purple,SPO4414,362.56
PROD0120,Books,Penguin Pro Manual,BOO5112,174.99
PROD0121,Books,Scholastic Pro Manual,BOO5789,265.04
PROD0122,Sports,Reebok Deluxe Helmet Green,SPO3950,479.5
PROD0123,Books,Scholastic Deluxe Encyclopedia,BOO1737,170.1
PROD0124,Clothing,Zara Ultra Hoodie Red,CLO5545,330.33
PROD0125,Home & Kitchen,Tefal Advanced Coffee Maker Black,HOM8021,185.9
PROD0126,Clothing,Levis Ultra Dress Black,CLO2138,174.27
PROD0127,Clothing,Puma Classic T-Shirt Gold,CLO8755,94.25
PROD0128,Sports,Decathlon Advanced Basketball Red,SPO6370,104.14
PROD0129,Toys,Lego Ultra Doll Green,TOY6573,340.03
PROD0130,Toys,Mattel Classic Lego Set Purple,TOY2639,471.04
PROD0131,Home & Kitchen,Panasonic Advanced Vacuum Black,HOM9382,217.77
PROD0132,Sports,Spalding Premium Yoga Mat Blue,SPO8231,20.79
PROD0133,Toys,Mattel Pro Plushie Gold,TOY1323,343.35
PROD0134,Books,Penguin Premium Manual,BOO2417,458.15
PROD0135,Toys,Hasbro Deluxe Lego Set Orange,TOY9100,382.53
PROD0136,Books,RandomHouse Classic Handbook,BOO4093,431.54
PROD0137,Home & Kitchen,KitchenAid Eco Microwave Green,HOM3825,23.23
PROD0138,Clothing,H&M Deluxe Sweater Yellow,CLO5911,235.88
PROD0139,Clothing,Zara Max Shorts Orange,CLO3994,428.46
PROD0140,Toys,Hasbro Advanced Toy Car Yellow,TOY1674,287.46
PROD0141,Books,RandomHouse Advanced Guide,BOO3763,43.95
PROD0142,Electronics,Sony Eco Camera Purple,ELE5702,34.67
PROD0143,Electronics,Sony Classic Headphones Yellow,ELE4591,126.53
PROD0144,Electronics,Dell Max Smartwatch Yellow,ELE8295,157.29
PROD0145,Clothing,Puma Max Jeans Black,CLO6040,494.85
PROD0146,Sports,Decathlon Deluxe Helmet Black,SPO5368,334.51
PROD0147,Clothing,H&M Eco Dress Blue,CLO5379,413.11
PROD0148,Sports,Wilson Pro Football Orange,SPO2274,43.51
PROD0149,Books,Scholastic Ultra Storybook,BOO9129,302.0
PROD0150,Toys,Lego Premium Plushie Black,TOY3756,383.86
PROD0151,Electronics,Sony Ultra Camera Orange,ELE4588,253.42
PROD0152,Books,Oxford Advanced Dictionary,BOO5401,297.83
PROD0153,Books,Scholastic Deluxe Biography,BOO6658,202.56
PROD0154,Toys,Hasbro Pro Lego Set Orange,TOY8018,160.61
PROD0155,Books,HarperCollins Advanced Dictionary,BOO6492,44.77
PROD0156,Toys,Mattel Advanced Action Figure Silver,TOY4217,276.07
PROD0157,Home & Kitchen,Bosch Pro Coffee Maker Silver,HOM9208,343.01
PROD0158,Toys,Mattel Deluxe Board Game Yellow,TOY7368,162.55
PROD0159,Electronics,Apple Pro Camera Gold,ELE5186,111.44
PROD0160,Sports,Reebok Ultra Bat Silver,SPO8350,481.02
PROD0161,Sports,Wilson Pro Gloves Blue,SPO1176,394.84
PROD0162,Electronics,HP Premium Speaker Orange,ELE3711,141.96
PROD0163,Sports,Decathlon Advanced Running Shoes Purple,SPO6880,216.06
PROD0164,Toys,Hasbro Deluxe Board Game Purple,TOY5807,159.42
PROD0165,Home & Kitchen,KitchenAid Ultra Knife Set Yellow,HOM9782,156.67
PROD0166,Sports,UnderArmour Max Football Gold,SPO7057,227.1
PROD0167,Home & Kitchen,KitchenAid Max Vacuum White,HOM4692,462.04
PROD0168,Electronics,Samsung Premium Camera Black,ELE7201,257.81
PROD0169,Home & Kitchen,KitchenAid Advanced Knife Set Orange,HOM3241,383.24
PROD0170,Books,Penguin Eco Biography,BOO7848,207.14
PROD0171,Clothing,Puma Deluxe Skirt Silver,CLO1679,246.0
PROD0172,Books,RandomHouse Eco Novel,BOO5601,5.03
PROD0173,Electronics,HP Ultra Smartphone White,ELE8661,361.67
PROD0174,Sports,Wilson Advanced Tennis Racket Black,SPO3833,367.87
PROD0175,Sports,Decathlon Pro Tennis Racket Red,SPO4241,208.75
PROD0176,Home & Kitchen,KitchenAid Premium Vacuum Gold,HOM9449,337.25
PROD0177,Toys,Fisher-Price Pro Board Game Blue,TOY8108,429.96
PROD0178,Clothing,Adidas Max Skirt Silver,CLO5361,417.78
PROD0179,Toys,Mattel Eco Building Blocks Orange,TOY2035,276.04
PROD0180,Electronics,Apple Advanced Speaker Black,ELE1198,77.89
PROD0181,Sports,Reebok Max Basketball White,SPO1052,308.98
PROD0182,Home & Kitchen,Tefal Ultra Vacuum Blue,HOM6552,371.49
PROD0183,Sports,Wilson Eco Running Shoes Black,SPO4721,357.45
PROD0184,Toys,Playmobil Deluxe Action Figure Silver,TOY9206,187.59
PROD0185,Toys,Playmobil Pro Doll Blue,TOY6524,174.83
PROD0186,Clothing,Zara Advanced T-Shirt Purple,CLO6127,302.2
PROD0187,Clothing,H&M Ultra Shorts Red,CLO8892,190.59
PROD0188,Home & Kitchen,Panasonic Ultra Coffee Maker Silver,HOM5389,265.74
PROD0189,Clothing,Zara Classic Jeans Purple,CLO3857,311.32
PROD0190,Toys,Mattel Premium Plushie White,TOY2497,141.73
PROD0191,Toys,Lego Premium Building Blocks Green,TOY7403,86.22
PROD0192,Electronics,Apple Pro Smartphone Orange,ELE5563,120.17
PROD0193,Toys,Playmobil Deluxe Puzzle Purple,TOY4841,119.62
PROD0194,Home & Kitchen,KitchenAid Classic Cookware Yellow,HOM6263,366.35
PROD0195,Books,Penguin Advanced Biography,BOO1262,289.25
PROD0196,Electronics,HP Premium Speaker Gold,ELE1532,97.04
PROD0197,Electronics,Dell Classic Speaker Purple,ELE4610,214.29
PROD0198,Home & Kitchen,KitchenAid Ultra Lamp Black,HOM8814,146.46
PROD0199,Home & Kitchen,Bosch Max Toaster Green,HOM9743,13.59
PROD0200,Clothing,H&M Classic Hoodie Black,CLO2272,142.73
PROD0201,Electronics,Lenovo Deluxe Camera Silver,ELE5290,243.18
PROD0202,Clothing,Levis Advanced Jeans White,CLO8001,124.77
PROD0203,Toys,Playmobil Ultra Toy Car Gold,TOY1817,269.84
PROD0204,Electronics,LG Pro Headphones Purple,ELE5992,91.49
PROD0205,Electronics,HP Pro Laptop Black,ELE9007,82.01
PROD0206,Sports,UnderArmour Ultra Basketball Blue,SPO7726,130.42
PROD0207,Books,Oxford Eco Handbook,BOO2537,180.5
PROD0208,Electronics,Samsung Pro Tablet Purple,ELE5810,112.06
PROD0209,Toys,Playmobil Premium Puzzle Black,TOY4639,48.68
PROD0210,Clothing,Levis Max Skirt Red,CLO8464,197.33
PROD0211,Clothing,Adidas Premium Sweater Red,CLO9277,20.95
PROD0212,Sports,Decathlon Eco Tennis Racket Red,SPO9561,244.85
PROD0213,Books,Oxford Eco Guide,BOO5291,228.28
PROD0214,Toys,Mattel Deluxe Board Game Purple,TOY5518,125.6
PROD0215,Clothing,Puma Ultra Hoodie Orange,CLO4477,278.12
PROD0216,Home & Kitchen,KitchenAid Pro Microwave Blue,HOM8488,419.81
PROD0217,Toys,Playmobil Premium Toy Car Yellow,TOY1839,130.4
PROD0218,Toys,Hasbro Eco Lego Set Silver,TOY7491,367.95
PROD0219,Books,RandomHouse Pro Encyclopedia,BOO7146,252.67
PROD0220,Clothing,Adidas Ultra Jeans Gold,CLO2349,87.99
PROD0221,Toys,Lego Premium Toy Car Blue,TOY9883,230.33
PROD0222,Sports,Decathlon Premium Helmet Silver,SPO8395,433.05
PROD0223,Sports,UnderArmour Max Yoga Mat Yellow,SPO6757,414.67
PROD0224,Clothing,Zara Max T-Shirt Silver,CLO7809,6.32
PROD0225,Sports,Wilson Premium Basketball Purple,SPO5200,167.02
PROD0226,Home & Kitchen,KitchenAid Eco Knife Set Purple,HOM7784,134.92
PROD0227,Books,Oxford Pro Encyclopedia,BOO8657,56.04
PROD0228,Sports,Spalding Premium Basketball Purple,SPO3152,465.36
PROD0229,Sports,Reebok Deluxe Tennis Racket Silver,SPO7352,374.42
PROD0230,Home & Kitchen,Bosch Classic Coffee Maker Orange,HOM4831,337.74
PROD0231,Books,Oxford Advanced Storybook,BOO7621,458.58
PROD0232,Toys,Fisher-Price Eco Lego Set White,TOY2100,116.84
PROD0233,Books,Oxford Eco Storybook,BOO7025,254.75
PROD0234,Electronics,Apple Eco Monitor Black,ELE5864,324.34
PROD0235,Clothing,Nike Deluxe Jeans Silver,CLO2427,419.96
PROD0236,Clothing,H&M Pro T-Shirt Silver,CLO9510,496.1
PROD0237,Electronics,Sony Classic Smartwatch Orange,ELE7107,270.95
PROD0238,Home & Kitchen,Bosch Max Vacuum Gold,HOM9479,375.12
PROD0239,Electronics,Sony Ultra Camera Orange,ELE1549,351.34
PROD0240,Toys,Mattel Pro Building Blocks Silver,TOY1979,430.4
PROD0241,Toys,Playmobil Pro Toy Car Purple,TOY3443,209.74
PROD0242,Clothing,Levis Advanced Skirt Blue,CLO8418,463.21
PROD0243,Toys,Playmobil Max Toy Car Red,TOY8788,432.94
PROD0244,Clothing,Nike Eco Hoodie Orange,CLO3735,242.14
PROD0245,Electronics,Samsung Classic Monitor Orange,ELE2802,52.28
PROD0246,Electronics,Lenovo Premium Headphones Gold,ELE1181,49.64
PROD0247,Sports,Reebok Eco Helmet Silver,SPO9470,105.76
PROD0248,Sports,Decathlon Classic Gloves Black,SPO6047,186.4
PROD0249,Electronics,Dell Ultra Camera Purple,ELE6480,255.21
PROD0250,Clothing,Levis Classic Shorts Purple,CLO1671,98.01
PROD0251,Electronics,Sony Max Headphones Orange,ELE8445,74.97
PROD0252,Electronics,Apple Eco Laptop Green,ELE7308,259.49
PROD0253,Home & Kitchen,KitchenAid Ultra Cookware White,HOM1334,101.82
PROD0254,Electronics,Apple Advanced Smartwatch Red,ELE5752,450.85
PROD0255,Toys,Mattel Ultra Plushie Black,TOY4869,485.39
PROD0256,Clothing,Levis Classic Skirt Green,CLO6952,387.36
PROD0257,Home & Kitchen,Bosch Pro Cookware Blue,HOM7748,269.58
PROD0258,Sports,Spalding Pro Yoga Mat Green,SPO8018,43.87
PROD0259,Books,RandomHouse Deluxe Dictionary,BOO1545,108.97
PROD0260,Clothing,Levis Classic Dress Yellow,CLO6528,312.89
PROD0261,Toys,Hasbro Premium Toy Car Red,TOY1598,265.98
PROD0262,Clothing,Zara Deluxe Shorts Orange,CLO4733,271.29
PROD0263,Sports,Spalding Advanced Helmet Yellow,SPO5062,320.66
PROD0264,Toys,Hasbro Max Plushie Blue,TOY8277,348.41
PROD0265,Toys,Fisher-Price Premium Plushie Black,TOY5374,247.03
PROD0266,Books,HarperCollins Classic Biography,BOO7960,303.15
PROD0267,Clothing,Levis Ultra Jeans Blue,CLO9342,175.14
PROD0268,Books,HarperCollins Classic Storybook,BOO5024,313.2
PROD0269,Books,Oxford Classic Encyclopedia,BOO4461,311.84
PROD0270,Clothing,Levis Premium Hoodie Green,CLO1443,405.38
PROD0271,Electronics,Dell Classic Smartwatch Purple,ELE7493,263.64
PROD0272,Electronics,Apple Advanced Smartphone Black,ELE8914,354.41
PROD0273,Sports,Spalding Premium Basketball White,SPO8209,340.32
PROD0274,Books,HarperCollins Ultra Manual,BOO4456,486.87
PROD0275,Home & Kitchen,Philips Deluxe Lamp Gold,HOM1364,458.75
PROD0276,Books,Penguin Pro Biography,BOO7628,485.71
PROD0277,Books,Scholastic Deluxe Manual,BOO8716,279.23
PROD0278,Books,Oxford Advanced Manual,BOO2970,190.68
PROD0279,Sports,UnderArmour Premium Yoga Mat White,SPO9978,183.7
PROD0280,Electronics,HP Premium Smartwatch Black,ELE3222,261.82
PROD0281,Sports,Spalding Advanced Football Red,SPO3998,444.11
PROD0282,Sports,Reebok Classic Bat Silver,SPO4004,433.35
PROD0283,Sports,Decathlon Premium Bat Black,SPO7891,191.51
PROD0284,Electronics,HP Advanced Smartwatch Orange,ELE7722,175.86
PROD0285,Electronics,Dell Premium Monitor Silver,ELE8788,312.31
PROD0286,Books,Scholastic Eco Manual,BOO5607,111.49
PROD0287,Sports,UnderArmour Premium Gloves Purple,SPO2331,106.74
PROD0288,Home & Kitchen,Bosch Advanced Toaster Red,HOM1264,427.64
PROD0289,Electronics,Samsung Advanced Monitor Green,ELE9386,295.86
PROD0290,Clothing,Zara Pro Skirt Silver,CLO8407,158.97
PROD0291,Clothing,Puma Pro Hoodie Green,CLO9324,382.29
PROD0292,Clothing,H&M Eco T-Shirt Gold,CLO9307,288.11
PROD0293,Toys,Hasbro Eco Building Blocks Gold,TOY8059,276.13
PROD0294,Books,RandomHouse Ultra Storybook,BOO6391,359.66
PROD0295,Clothing,Adidas Ultra Hoodie White,CLO4572,25.32
PROD0296,Books,Oxford Deluxe Biography,BOO9231,32.47
PROD0297,Clothing,Levis Eco Dress Green,CLO6398,102.06
PROD0298,Home & Kitchen,Panasonic Premium Cookware White,HOM1764,268.77
PROD0299,Books,Penguin Advanced Novel,BOO7344,410.47
PROD0300,Clothing,Puma Deluxe Skirt Orange,CLO8712,433.74
PROD0301,Electronics,Dell Premium Smartwatch White,ELE4362,98.59
PROD0302,Books,Oxford Pro Novel,BOO7794,67.93
PROD0303,Toys,Lego Pro Action Figure Blue,TOY4348,305.32
PROD0304,Electronics,Sony Premium Headphones Silver,ELE5991,409.13
PROD0305,Electronics,HP Pro Camera Blue,ELE3771,159.32
PROD0306,Sports,Spalding Pro Bat White,SPO9438,82.71
PROD0307,Toys,Hasbro Ultra Board Game Silver,TOY9252,346.12
PROD0308,Electronics,Sony Max Smartphone Yellow,ELE8890,438.77
PROD0309,Electronics,Samsung Advanced Smartphone Green,ELE7550,289.25
PROD0310,Clothing,Zara Deluxe Skirt Black,CLO1394,373.56
PROD0311,Clothing,Adidas Premium Hoodie Red,CLO6159,124.87
PROD0312,Books,Penguin Eco Biography,BOO6286,382.75
PROD0313,Books,RandomHouse Eco Guide,BOO1358,30.75
PROD0314,Books,HarperCollins Max Manual,BOO5959,295.88
PROD0315,Clothing,H&M Eco Skirt Purple,CLO3261,462.25
PROD0316,Books,Oxford Classic Novel,BOO3277,90.83
PROD0317,Electronics,HP Pro Laptop Green,ELE2932,259.93
PROD0318,Clothing,Zara Premium Sweater Yellow,CLO8461,81.6
PROD0319,Books,Penguin Eco Manual,BOO1961,452.78
PROD0320,Electronics,Apple Ultra Monitor Red,ELE5298,151.12
PROD0321,Books,HarperCollins Premium Manual,BOO7923,495.12
PROD0322,Home & Kitchen,Tefal Eco Blender Red,HOM2273,151.38
PROD0323,Books,Scholastic Max Novel,BOO9930,203.78
PROD0324,Home & Kitchen,Bosch Deluxe Coffee Maker Black,HOM7577,102.34
PROD0325,Books,RandomHouse Deluxe Handbook,BOO8254,46.5
PROD0326,Sports,Wilson Pro Gloves Black,SPO1487,441.91
PROD0327,Sports,Decathlon Deluxe Tennis Racket Silver,SPO7670,181.4
PROD0328,Toys,Mattel Classic Toy Car Silver,TOY7402,101.91
PROD0329,Sports,Spalding Pro Running Shoes Yellow,SPO4374,31.72
PROD0330,Sports,Spalding Premium Football Silver,SPO4060,36.07
PROD0331,Books,RandomHouse Premium Dictionary,BOO2002,115.61
PROD0332,Clothing,Adidas Advanced Shorts Yellow,CLO2142,98.96
PROD0333,Clothing,Levis Max Dress Orange,CLO7589,405.19
PROD0334,Home & Kitchen,Panasonic Advanced Microwave Gold,HOM3668,151.93
PROD0335,Clothing,Adidas Max Dress Green,CLO1242,227.64
PROD0336,Electronics,LG Classic Smartwatch Red,ELE8775,268.75
PROD0337,Toys,Playmobil Ultra Action Figure Red,TOY4140,337.5
PROD0338,Sports,Decathlon Classic Yoga Mat Yellow,SPO3905,54.41
PROD0339,Toys,Lego Ultra Lego Set Gold,TOY9338,28.49
PROD0340,Electronics,HP Max Headphones Orange,ELE2312,499.91
PROD0341,Sports,Reebok Classic Running Shoes Yellow,SPO9790,371.5
PROD0342,Home & Kitchen,Philips Deluxe Microwave Red,HOM3617,183.48
PROD0343,Electronics,Lenovo Advanced Headphones Red,ELE9036,276.77
PROD0344,Electronics,Apple Deluxe Smartwatch White,ELE2966,333.5
PROD0345,Toys,Lego Pro Building Blocks Silver,TOY3521,159.87
PROD0346,Books,Scholastic Premium Guide,BOO7859,231.03
PROD0347,Toys,Hasbro Eco Doll Red,TOY6289,372.0
PROD0348,Toys,Mattel Max Doll Silver,TOY4343,355.42
PROD0349,Clothing,Levis Pro Shorts Gold,CLO4823,122.5
PROD0350,Electronics,HP Ultra Monitor Red,ELE8596,401.11
PROD0351,Toys,Playmobil Premium Puzzle Blue,TOY2481,166.14
PROD0352,Electronics,Lenovo Premium Laptop White,ELE8496,443.74
PROD0353,Clothing,H&M Deluxe Jeans White,CLO1099,64.24
PROD0354,Electronics,LG Ultra Camera White,ELE9747,281.39
PROD0355,Toys,Playmobil Eco Action Figure Gold,TOY7928,487.01
PROD0356,Electronics,HP Ultra Laptop Orange,ELE6045,300.83
PROD0357,Sports,Reebok Max Running Shoes Blue,SPO5299,53.65
PROD0358,Clothing,Adidas Advanced Hoodie Gold,CLO3811,206.27
PROD0359,Books,Oxford Advanced Dictionary,BOO7639,308.87
PROD0360,Electronics,Sony Classic Monitor Yellow,ELE5783,452.9
PROD0361,Toys,Fisher-Price Ultra Toy Car Orange,TOY3584,137.12
PROD0362,Clothing,Adidas Eco Hoodie Gold,CLO1494,80.59
PROD0363,Toys,Hasbro Classic Plushie Silver,TOY4379,211.4
PROD0364,Toys,Fisher-Price Pro Puzzle Green,TOY9774,343.8
PROD0365,Electronics,LG Pro Headphones Green,ELE4840,467.79
PROD0366,Toys,Lego Premium Lego Set White,TOY2427,459.09
PROD0367,Electronics,Lenovo Classic Smartphone Green,ELE4889,402.83
PROD0368,Books,Scholastic Advanced Manual,BOO6354,16.34
PROD0369,Sports,Wilson Max Gloves Black,SPO5955,485.99
PROD0370,Toys,Mattel Premium Toy Car Orange,TOY1315,459.27
PROD0371,Toys,Mattel Eco Board Game Green,TOY2850,375.37
PROD0372,Toys,Lego Ultra Lego Set Blue,TOY5624,491.19
PROD0373,Home & Kitchen,Bosch Max Vacuum Silver,HOM6878,193.37
PROD0374,Home & Kitchen,Panasonic Deluxe Toaster Red,HOM7857,309.85
PROD0375,Clothing,Levis Ultra Jeans Red,CLO8366,13.55
PROD0376,Sports,Reebok Classic Running Shoes Purple,SPO1438,448.11
PROD0377,Sports,Wilson Eco Football Purple,SPO7232,444.65
PROD0378,Home & Kitchen,Philips Premium Blender Yellow,HOM3943,425.66
PROD0379,Clothing,H&M Advanced Shorts Gold,CLO2040,364.72
PROD0380,Home & Kitchen,KitchenAid Advanced Blender Purple,HOM6570,320.04
PROD0381,Books,RandomHouse Deluxe Storybook,BOO9824,84.22
PROD0382,Clothing,Zara Premium Hoodie Black,CLO8195,128.78
PROD0383,Sports,Spalding Classic Basketball Silver,SPO4110,401.03
PROD0384,Sports,Decathlon Pro Running Shoes Green,SPO1032,66.13
PROD0385,Home & Kitchen,Philips Ultra Cookware Black,HOM7027,270.1
PROD0386,Books,HarperCollins Max Storybook,BOO5234,211.61
PROD0387,Home & Kitchen,Tefal Ultra Coffee Maker Gold,HOM9691,254.21
PROD0388,Electronics,LG Eco Camera Blue,ELE3660,67.34
